Query Sequence	GO:EggNOG GO Cellular
jg11910.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11910.t1	GO:0044444-cytoplasmic part(L=4)
jg11937.t1	GO:0000502-proteasome complex(L=4)
jg11937.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11402.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12042.t1	GO:0005737-cytoplasm(L=4)
jg12042.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12042.t1	GO:0044444-cytoplasmic part(L=4)
jg11412.t1	GO:0005737-cytoplasm(L=4)
jg11412.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12524.t1	GO:0005737-cytoplasm(L=4)
jg12524.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12524.t1	GO:0044444-cytoplasmic part(L=4)
jg12019.t1	GO:0005694-chromosome(L=4)
jg12019.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12372.t1	GO:0005737-cytoplasm(L=4)
jg12372.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12372.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12372.t1	GO:0044444-cytoplasmic part(L=4)
jg12229.t1	GO:0009521-photosystem(L=4)
jg12229.t1	GO:0009579-thylakoid(L=4)
jg12229.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12229.t1	GO:0034357-photosynthetic membrane(L=4)
jg12229.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12229.t1	GO:0044436-thylakoid part(L=4)
jg12191.t1	GO:0016021-integral component of membrane(L=4)
jg12499.t1	GO:0005737-cytoplasm(L=4)
jg12499.t1	GO:0005794-Golgi apparatus(L=4)
jg12499.t1	GO:0005829-cytosol(L=4)
jg12499.t1	GO:0016469-proton-transporting two-sector ATPase complex(L=4)
jg12499.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12499.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12499.t1	GO:0044444-cytoplasmic part(L=4)
jg12546.t1	GO:0005737-cytoplasm(L=4)
jg12546.t1	GO:0005794-Golgi apparatus(L=4)
jg12546.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12546.t1	GO:0044444-cytoplasmic part(L=4)
jg12407.t1	GO:0000502-proteasome complex(L=4)
jg12407.t1	GO:0005737-cytoplasm(L=4)
jg12407.t1	GO:0005829-cytosol(L=4)
jg12407.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12407.t1	GO:0044444-cytoplasmic part(L=4)
jg11771.t1	GO:0005737-cytoplasm(L=4)
jg11771.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11771.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11771.t1	GO:0044444-cytoplasmic part(L=4)
jg11746.t1	GO:0005737-cytoplasm(L=4)
jg11746.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11746.t1	GO:0005794-Golgi apparatus(L=4)
jg11746.t1	GO:0016021-integral component of membrane(L=4)
jg11746.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11746.t1	GO:0044444-cytoplasmic part(L=4)
jg11579.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11643.t1	GO:0016021-integral component of membrane(L=4)
jg12609.t1	GO:0005737-cytoplasm(L=4)
jg12609.t1	GO:0005829-cytosol(L=4)
jg12609.t1	GO:0044444-cytoplasmic part(L=4)
jg11724.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12193.t1	GO:0005737-cytoplasm(L=4)
jg12193.t1	GO:0005829-cytosol(L=4)
jg12193.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12193.t1	GO:0044444-cytoplasmic part(L=4)
jg12061.t1	GO:0005737-cytoplasm(L=4)
jg12061.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12061.t1	GO:0005794-Golgi apparatus(L=4)
jg12061.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12061.t1	GO:0044444-cytoplasmic part(L=4)
jg12602.t1	GO:0005737-cytoplasm(L=4)
jg12602.t1	GO:0005829-cytosol(L=4)
jg12602.t1	GO:0044444-cytoplasmic part(L=4)
jg12163.t1	GO:0005737-cytoplasm(L=4)
jg12163.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12163.t1	GO:0044444-cytoplasmic part(L=4)
jg12018.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12114.t1	GO:0005694-chromosome(L=4)
jg12114.t1	GO:0005737-cytoplasm(L=4)
jg12114.t1	GO:0009579-thylakoid(L=4)
jg12114.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12114.t1	GO:0044444-cytoplasmic part(L=4)
jg11578.t1	GO:0005737-cytoplasm(L=4)
jg11578.t1	GO:0016021-integral component of membrane(L=4)
jg11578.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11578.t1	GO:0044444-cytoplasmic part(L=4)
jg12625.t1	GO:0005737-cytoplasm(L=4)
jg12625.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12625.t1	GO:0044444-cytoplasmic part(L=4)
jg12206.t1	GO:0016021-integral component of membrane(L=4)
jg12140.t1	GO:0005737-cytoplasm(L=4)
jg12140.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12140.t1	GO:0044444-cytoplasmic part(L=4)
jg11816.t1	GO:0005737-cytoplasm(L=4)
jg11816.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11816.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11816.t1	GO:0044444-cytoplasmic part(L=4)
jg11720.t1	GO:0005737-cytoplasm(L=4)
jg11720.t1	GO:0005794-Golgi apparatus(L=4)
jg11720.t1	GO:0031225-anchored component of membrane(L=4)
jg11720.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11720.t1	GO:0044444-cytoplasmic part(L=4)
jg11720.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg12386.t1	GO:0005737-cytoplasm(L=4)
jg12386.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12386.t1	GO:0044444-cytoplasmic part(L=4)
jg11987.t1	GO:0005618-cell wall(L=4)
jg12520.t1	GO:0005737-cytoplasm(L=4)
jg12520.t1	GO:0005829-cytosol(L=4)
jg12520.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12520.t1	GO:0044444-cytoplasmic part(L=4)
jg12104.t1	GO:0005737-cytoplasm(L=4)
jg12104.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12104.t1	GO:0016021-integral component of membrane(L=4)
jg12104.t1	GO:0019866-organelle inner membrane(L=4)
jg12104.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12104.t1	GO:0044444-cytoplasmic part(L=4)
jg11997.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11638.t1	GO:0005618-cell wall(L=4)
jg11638.t1	GO:0005737-cytoplasm(L=4)
jg11638.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11638.t1	GO:0044444-cytoplasmic part(L=4)
jg12008.t1	GO:0005737-cytoplasm(L=4)
jg12008.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12008.t1	GO:0016021-integral component of membrane(L=4)
jg12008.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12008.t1	GO:0044444-cytoplasmic part(L=4)
jg12010.t1	GO:0005694-chromosome(L=4)
jg12010.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12197.t1	GO:0005737-cytoplasm(L=4)
jg12197.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12197.t1	GO:0044444-cytoplasmic part(L=4)
jg12458.t1	GO:0005737-cytoplasm(L=4)
jg12458.t1	GO:0016021-integral component of membrane(L=4)
jg11953.t1	GO:0016021-integral component of membrane(L=4)
jg11953.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12062.t1	GO:0005737-cytoplasm(L=4)
jg12062.t1	GO:0030425-dendrite(L=4)
jg12062.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12062.t1	GO:0043005-neuron projection(L=4)
jg12062.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12062.t1	GO:0044444-cytoplasmic part(L=4)
jg12062.t1	GO:0071598-neuronal ribonucleoprotein granule(L=4)
jg12460.t1	GO:0005737-cytoplasm(L=4)
jg12460.t1	GO:0005829-cytosol(L=4)
jg12460.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12460.t1	GO:0044444-cytoplasmic part(L=4)
jg11487.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12346.t1	GO:0005737-cytoplasm(L=4)
jg12346.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12346.t1	GO:0044444-cytoplasmic part(L=4)
jg11947.t1	GO:0005737-cytoplasm(L=4)
jg11947.t1	GO:0009579-thylakoid(L=4)
jg11947.t1	GO:0016021-integral component of membrane(L=4)
jg11947.t1	GO:0019866-organelle inner membrane(L=4)
jg11947.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11947.t1	GO:0044444-cytoplasmic part(L=4)
jg12440.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11482.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11608.t1	GO:0005737-cytoplasm(L=4)
jg11608.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11608.t1	GO:0005794-Golgi apparatus(L=4)
jg11608.t1	GO:0016021-integral component of membrane(L=4)
jg11608.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11608.t1	GO:0044444-cytoplasmic part(L=4)
jg12578.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12134.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11878.t1	GO:0005737-cytoplasm(L=4)
jg11878.t1	GO:0005845-mRNA cap binding complex(L=4)
jg11878.t1	GO:0005846-nuclear cap binding complex(L=4)
jg11878.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12099.t1	GO:0005737-cytoplasm(L=4)
jg12064.t1	GO:0005737-cytoplasm(L=4)
jg12064.t1	GO:0009579-thylakoid(L=4)
jg12064.t1	GO:0034357-photosynthetic membrane(L=4)
jg12064.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12064.t1	GO:0044436-thylakoid part(L=4)
jg12064.t1	GO:0044444-cytoplasmic part(L=4)
jg11447.t1	GO:0001411-hyphal tip(L=4)
jg11447.t1	GO:0005618-cell wall(L=4)
jg11447.t1	GO:0005737-cytoplasm(L=4)
jg11447.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11447.t1	GO:0005829-cytosol(L=4)
jg11447.t1	GO:0016021-integral component of membrane(L=4)
jg11447.t1	GO:0030287-cell wall-bounded periplasmic space(L=4)
jg11447.t1	GO:0031225-anchored component of membrane(L=4)
jg11447.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg11447.t1	GO:0031521-spitzenkorper(L=4)
jg11447.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11447.t1	GO:0044444-cytoplasmic part(L=4)
jg11998.t1	GO:0031225-anchored component of membrane(L=4)
jg11998.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg12007.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12150.t1	GO:0005737-cytoplasm(L=4)
jg12150.t1	GO:0016021-integral component of membrane(L=4)
jg12150.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12150.t1	GO:0044444-cytoplasmic part(L=4)
jg12182.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11911.t1	GO:0005737-cytoplasm(L=4)
jg11911.t1	GO:0005829-cytosol(L=4)
jg11911.t1	GO:0044444-cytoplasmic part(L=4)
jg11950.t1	GO:0005737-cytoplasm(L=4)
jg11950.t1	GO:0005829-cytosol(L=4)
jg11950.t1	GO:0044444-cytoplasmic part(L=4)
jg12419.t1	GO:0005737-cytoplasm(L=4)
jg11452.t1	GO:0005737-cytoplasm(L=4)
jg11452.t1	GO:0005829-cytosol(L=4)
jg11452.t1	GO:0016021-integral component of membrane(L=4)
jg11452.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg11452.t1	GO:0044444-cytoplasmic part(L=4)
jg11633.t1	GO:0005737-cytoplasm(L=4)
jg11633.t1	GO:0005829-cytosol(L=4)
jg11633.t1	GO:0044444-cytoplasmic part(L=4)
jg12059.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg12059.t1	GO:0016021-integral component of membrane(L=4)
jg12227.t1	GO:0005737-cytoplasm(L=4)
jg12227.t1	GO:0005794-Golgi apparatus(L=4)
jg12227.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12227.t1	GO:0044444-cytoplasmic part(L=4)
jg11691.t1	GO:0005618-cell wall(L=4)
jg11691.t1	GO:0005737-cytoplasm(L=4)
jg12101.t1	GO:0005737-cytoplasm(L=4)
jg12101.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12101.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12101.t1	GO:0044444-cytoplasmic part(L=4)
jg12442.t1	GO:0005737-cytoplasm(L=4)
jg12442.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12404.t1	GO:0000502-proteasome complex(L=4)
jg12404.t1	GO:0005737-cytoplasm(L=4)
jg12404.t1	GO:0005829-cytosol(L=4)
jg12404.t1	GO:0005838-proteasome regulatory particle(L=4)
jg12404.t1	GO:0022624-proteasome accessory complex(L=4)
jg12404.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12404.t1	GO:0044444-cytoplasmic part(L=4)
jg12030.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg12030.t1	GO:0005737-cytoplasm(L=4)
jg12030.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12030.t1	GO:0044444-cytoplasmic part(L=4)
jg12535.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11516.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11736.t1	GO:0005737-cytoplasm(L=4)
jg11736.t1	GO:0005829-cytosol(L=4)
jg11736.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11736.t1	GO:0044444-cytoplasmic part(L=4)
jg11827.t1	GO:0016021-integral component of membrane(L=4)
jg12041.t1	GO:0005737-cytoplasm(L=4)
jg12041.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12041.t1	GO:0044444-cytoplasmic part(L=4)
jg11458.t1	GO:0005737-cytoplasm(L=4)
jg11458.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11458.t1	GO:0044444-cytoplasmic part(L=4)
jg12152.t1	GO:0005737-cytoplasm(L=4)
jg12152.t1	GO:0005829-cytosol(L=4)
jg12152.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12152.t1	GO:0044444-cytoplasmic part(L=4)
jg11612.t1	GO:0005737-cytoplasm(L=4)
jg11612.t1	GO:0005794-Golgi apparatus(L=4)
jg11612.t1	GO:0012506-vesicle membrane(L=4)
jg11612.t1	GO:0030117-membrane coat(L=4)
jg11612.t1	GO:0030120-vesicle coat(L=4)
jg11612.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg11612.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11612.t1	GO:0044444-cytoplasmic part(L=4)
jg12487.t1	GO:0005737-cytoplasm(L=4)
jg12487.t1	GO:0005829-cytosol(L=4)
jg12487.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12487.t1	GO:0044444-cytoplasmic part(L=4)
jg12236.t1	GO:0005737-cytoplasm(L=4)
jg12236.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12236.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12236.t1	GO:0044444-cytoplasmic part(L=4)
jg11750.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12562.t1	GO:0000813-ESCRT I complex(L=4)
jg12562.t1	GO:0005737-cytoplasm(L=4)
jg12562.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12562.t1	GO:0044444-cytoplasmic part(L=4)
jg12172.t1	GO:0005737-cytoplasm(L=4)
jg12172.t1	GO:0009368-endopeptidase Clp complex(L=4)
jg12172.t1	GO:0009579-thylakoid(L=4)
jg12172.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12172.t1	GO:0044444-cytoplasmic part(L=4)
jg11798.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12422.t1	GO:0005635-nuclear envelope(L=4)
jg12422.t1	GO:0005737-cytoplasm(L=4)
jg12422.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12422.t1	GO:0005829-cytosol(L=4)
jg12422.t1	GO:0005887-integral component of plasma membrane(L=4)
jg12422.t1	GO:0016021-integral component of membrane(L=4)
jg12422.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12422.t1	GO:0044444-cytoplasmic part(L=4)
jg11423.t1	GO:0005737-cytoplasm(L=4)
jg11423.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12534.t1	GO:0005737-cytoplasm(L=4)
jg12534.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12534.t1	GO:0016021-integral component of membrane(L=4)
jg12534.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12534.t1	GO:0044444-cytoplasmic part(L=4)
jg11839.t1	GO:0005737-cytoplasm(L=4)
jg11839.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11839.t1	GO:0044444-cytoplasmic part(L=4)
jg11978.t1	GO:0005737-cytoplasm(L=4)
jg11978.t1	GO:0009579-thylakoid(L=4)
jg11978.t1	GO:0034357-photosynthetic membrane(L=4)
jg11978.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11978.t1	GO:0044436-thylakoid part(L=4)
jg11978.t1	GO:0044444-cytoplasmic part(L=4)
jg11882.t1	GO:0016021-integral component of membrane(L=4)
jg12381.t1	GO:0005737-cytoplasm(L=4)
jg12381.t1	GO:0009579-thylakoid(L=4)
jg12381.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12381.t1	GO:0044444-cytoplasmic part(L=4)
jg12298.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg12298.t1	GO:0005737-cytoplasm(L=4)
jg12298.t1	GO:0005829-cytosol(L=4)
jg12298.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12298.t1	GO:0044444-cytoplasmic part(L=4)
jg12550.t1	GO:0005737-cytoplasm(L=4)
jg12550.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12550.t1	GO:0044444-cytoplasmic part(L=4)
jg12268.t1	GO:0005737-cytoplasm(L=4)
jg12268.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12268.t1	GO:0042406-extrinsic component of endoplasmic reticulum membrane(L=4)
jg12268.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12268.t1	GO:0044444-cytoplasmic part(L=4)
jg12239.t1	GO:0005737-cytoplasm(L=4)
jg12239.t1	GO:0005846-nuclear cap binding complex(L=4)
jg12239.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12239.t1	GO:0044444-cytoplasmic part(L=4)
jg11858.t1	GO:0005737-cytoplasm(L=4)
jg11858.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11858.t1	GO:0005794-Golgi apparatus(L=4)
jg11858.t1	GO:0005887-integral component of plasma membrane(L=4)
jg11858.t1	GO:0012506-vesicle membrane(L=4)
jg11858.t1	GO:0016021-integral component of membrane(L=4)
jg11858.t1	GO:0031205-endoplasmic reticulum Sec complex(L=4)
jg11858.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg11858.t1	GO:0034702-ion channel complex(L=4)
jg11858.t1	GO:0043190-ATP-binding cassette (ABC) transporter complex(L=4)
jg11858.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11858.t1	GO:0044444-cytoplasmic part(L=4)
jg12501.t1	GO:0005737-cytoplasm(L=4)
jg12501.t1	GO:0005794-Golgi apparatus(L=4)
jg12501.t1	GO:0016021-integral component of membrane(L=4)
jg12501.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12501.t1	GO:0044444-cytoplasmic part(L=4)
jg11927.t1	GO:0005737-cytoplasm(L=4)
jg11927.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg11927.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11927.t1	GO:0044444-cytoplasmic part(L=4)
jg11587.t1	GO:0005737-cytoplasm(L=4)
jg11587.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12590.t1	GO:0005737-cytoplasm(L=4)
jg12590.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12590.t1	GO:0044444-cytoplasmic part(L=4)
jg12441.t1	GO:0016021-integral component of membrane(L=4)
jg12201.t1	GO:0005737-cytoplasm(L=4)
jg12201.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12201.t1	GO:0005794-Golgi apparatus(L=4)
jg12201.t1	GO:0012506-vesicle membrane(L=4)
jg12201.t1	GO:0016021-integral component of membrane(L=4)
jg12201.t1	GO:0031301-integral component of organelle membrane(L=4)
jg12201.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg12201.t1	GO:0043025-neuronal cell body(L=4)
jg12201.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12201.t1	GO:0044444-cytoplasmic part(L=4)
jg11504.t1	GO:0005737-cytoplasm(L=4)
jg11504.t1	GO:0005829-cytosol(L=4)
jg11504.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11504.t1	GO:0044444-cytoplasmic part(L=4)
jg12066.t1	GO:0005737-cytoplasm(L=4)
jg12066.t1	GO:0016021-integral component of membrane(L=4)
jg12066.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12066.t1	GO:0044444-cytoplasmic part(L=4)
jg11843.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11760.t1	GO:0005635-nuclear envelope(L=4)
jg11760.t1	GO:0005737-cytoplasm(L=4)
jg11760.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11760.t1	GO:0005794-Golgi apparatus(L=4)
jg11760.t1	GO:0005829-cytosol(L=4)
jg11760.t1	GO:0016021-integral component of membrane(L=4)
jg11760.t1	GO:0019866-organelle inner membrane(L=4)
jg11760.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11760.t1	GO:0044444-cytoplasmic part(L=4)
jg11470.t1	GO:0005737-cytoplasm(L=4)
jg11470.t1	GO:0005829-cytosol(L=4)
jg11470.t1	GO:0044444-cytoplasmic part(L=4)
jg12416.t1	GO:0005737-cytoplasm(L=4)
jg12416.t1	GO:0009579-thylakoid(L=4)
jg12416.t1	GO:0034357-photosynthetic membrane(L=4)
jg12416.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12416.t1	GO:0044436-thylakoid part(L=4)
jg12416.t1	GO:0044444-cytoplasmic part(L=4)
jg11645.t1	GO:0005737-cytoplasm(L=4)
jg11645.t1	GO:0005829-cytosol(L=4)
jg11645.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11645.t1	GO:0044444-cytoplasmic part(L=4)
jg11973.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12332.t1	GO:0005737-cytoplasm(L=4)
jg12332.t1	GO:0019866-organelle inner membrane(L=4)
jg12332.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12332.t1	GO:0044444-cytoplasmic part(L=4)
jg12332.t1	GO:0044455-mitochondrial membrane part(L=4)
jg12531.t1	GO:0005737-cytoplasm(L=4)
jg12531.t1	GO:0005829-cytosol(L=4)
jg12531.t1	GO:0044444-cytoplasmic part(L=4)
jg11863.t1	GO:0005737-cytoplasm(L=4)
jg11863.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11863.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11863.t1	GO:0044444-cytoplasmic part(L=4)
jg11695.t1	GO:0005737-cytoplasm(L=4)
jg11695.t1	GO:0030117-membrane coat(L=4)
jg11695.t1	GO:0044444-cytoplasmic part(L=4)
jg11422.t1	GO:0005737-cytoplasm(L=4)
jg11422.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11714.t1	GO:0005737-cytoplasm(L=4)
jg11714.t1	GO:0005829-cytosol(L=4)
jg11714.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11714.t1	GO:0044444-cytoplasmic part(L=4)
jg11582.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11922.t1	GO:0005737-cytoplasm(L=4)
jg11922.t1	GO:0005794-Golgi apparatus(L=4)
jg11922.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11922.t1	GO:0044444-cytoplasmic part(L=4)
jg12540.t1	GO:0005737-cytoplasm(L=4)
jg12540.t1	GO:0016021-integral component of membrane(L=4)
jg12540.t1	GO:0031968-organelle outer membrane(L=4)
jg12540.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12540.t1	GO:0044444-cytoplasmic part(L=4)
jg12540.t1	GO:0046930-pore complex(L=4)
jg11757.t1	GO:0005737-cytoplasm(L=4)
jg11757.t1	GO:0005829-cytosol(L=4)
jg11757.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11757.t1	GO:0044444-cytoplasmic part(L=4)
jg11405.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg12375.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg11753.t1	GO:0005737-cytoplasm(L=4)
jg11753.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11753.t1	GO:0044444-cytoplasmic part(L=4)
jg12317.t1	GO:0005737-cytoplasm(L=4)
jg12317.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
